movie_title,year
Harrison Montgomery ,2008.0
MacGruber ,2010.0
Pootie Tang ,2001.0
Superbabies: Baby Geniuses 2 ,2004.0
Ride with the Devil ,1999.0
Live-In Maid ,2004.0
Sharknado ,2013.0
Dirty Pretty Things ,2002.0
Black Water Transit ,2009.0
The Man ,
La otra conquista ,1998.0
Over Her Dead Body ,2008.0
Deterrence ,1999.0
The Maze Runner ,2014.0
Trollhunter ,2010.0
Code Name: The Cleaner ,2007.0
American History X ,1998.0
Unfinished Business ,2015.0
Ira & Abby ,2006.0
The Mudge Boy ,2003.0
Connie and Carla ,2004.0
The Collection ,2012.0
The Masked Saint ,2016.0
Chill Factor ,1999.0
Not Cool ,2014.0
Sweet Charity ,1969.0
Teacher's Pet ,1958.0
The Betrayed ,2008.0
The Longest Ride ,2015.0
Dead Snow ,2009.0
Inherent Vice ,2014.0
The Red Violin ,1998.0
Taxman ,1998.0
I Dreamed of Africa ,2000.0
Doogal ,2006.0
Saints and Soldiers ,2003.0
2:13 ,2009.0
The Straight Story ,1999.0
Mandela: Long Walk to Freedom ,2013.0
Battle of the Year ,2013.0
Time to Choose ,2015.0
Iraq for Sale: The War Profiteers ,2006.0
Bad Words ,2013.0
Big Momma's House ,2000.0
Dawn Patrol ,2014.0
An American Carol ,2008.0
Safety Not Guaranteed ,2012.0
Heartbeeps ,1981.0
Thunder and the House of Magic ,2013.0
Lords of London ,2014.0
Willard ,
Black or White ,2014.0
Kill List ,2011.0
High Anxiety ,1977.0
The Darkest Hour ,2011.0
Strange Wilderness ,2008.0
On the Line ,2022.0
The Innkeepers ,2011.0
Choke ,2008.0
Little Boy ,2015.0
The Punisher ,2017.0
I Am Love ,2009.0
City of God ,2002.0
Interview with the Assassin ,2002.0
Atlas Shrugged II: The Strike ,2012.0
Human Traffic ,1999.0
Birth ,2004.0
Goal! The Dream Begins ,2005.0
Donkey Punch ,2008.0
Day One ,2024.0
The Limey ,1999.0
Doomsday ,2008.0
A Most Violent Year ,2014.0
All the Boys Love Mandy Lane ,2006.0
The Hunt ,2012.0
The House of Mirth ,2000.0
Snow Dogs ,2002.0
Passchendaele ,2008.0
Bled ,2009.0
A Christmas Story ,1983.0
Malone ,
High Noon ,1952.0
Nacho Libre ,2006.0
Flash of Genius ,2008.0
Bella ,
Peaceful Warrior ,2006.0
L.I.E. ,2009.0
Bridesmaids ,2011.0
Class of 1984 ,1982.0
The Brothers Bloom ,2008.0
Bucky Larson: Born to Be a Star ,2011.0
The Sisterhood of Night ,2014.0
The Opposite Sex ,1956.0
Stigmata ,1999.0
Bon voyage ,2003.0
Bamboozled ,2000.0
Dreaming of Joseph Lees ,1999.0
Naturally Native ,1998.0
Can't Stop the Music ,1980.0
The Forest ,2017.0
Maria Full of Grace ,2004.0
Hav Plenty ,1998.0
The Proposition ,2005.0
Sphinx ,2024.0
Adulterers ,2015.0
Beginners ,2010.0
"Big Mommas: Like Father, Like Son ",2011.0
Marci X ,2003.0
A Better Life ,2011.0
Goldfinger ,1964.0
Starsuckers ,2009.0
Alive ,1993.0
The Children of Huang Shi ,2008.0
Spider ,2023.0
Antiviral ,2012.0
The Hadza: Last of the First ,2014.0
The Young and Prodigious T.S. Spivet ,2013.0
The Oogieloves in the Big Balloon Adventure ,2012.0
Cecil B. DeMented ,2000.0
The Original Kings of Comedy ,2000.0
After ,2019.0
Dreamer: Inspired by a True Story ,2005.0
Rapa Nui ,1994.0
The Brothers Solomon ,2007.0
Paranormal Activity 2 ,2010.0
Walter ,
Laws of Attraction ,2004.0
Swept Away ,2002.0
Dylan Dog: Dead of Night ,2010.0
Waking Ned Devine ,1998.0
Top Hat ,1935.0
Repo Men ,2010.0
"War, Inc. ",2008.0
Three Kingdoms: Resurrection of the Dragon ,2008.0
A Nightmare on Elm Street 2: Freddy's Revenge ,1985.0
The Blair Witch Project ,1999.0
Dragon Wars: D-War ,2007.0
Shaolin Soccer ,2001.0
Dwegons and Leprechauns ,2014.0
A Room with a View ,1985.0
Mercy Streets ,2000.0
The Good German ,2006.0
The Swindle ,1955.0
The Purge ,2013.0
A Cinderella Story ,2004.0
Arnolds Park ,2007.0
Imaginary Heroes ,2004.0
George and the Dragon ,2004.0
Sinister ,2012.0
Scream ,1996.0
Broken Vessels ,1998.0
Martin Lawrence Live: Runteldat ,2002.0
High Heels and Low Lifes ,2001.0
Going the Distance ,2010.0
They Will Have to Kill Us First ,2015.0
Thir13en Ghosts ,2001.0
Severance ,2022.0
Cat on a Hot Tin Roof ,1958.0
Mr. Holland's Opus ,1995.0
Crop Circles: Quest for Truth ,2002.0
The Shining ,1980.0
Beneath the Planet of the Apes ,1970.0
Edmond ,2005.0
Moonraker ,1979.0
Light from the Darkroom ,2014.0
Back to the Future ,1985.0
Pokémon 3: The Movie ,2000.0
"Cinco de Mayo, La Batalla ",2013.0
Arachnophobia ,1990.0
The Maid's Room ,2013.0
Jason Lives: Friday the 13th Part VI ,1986.0
Elsa & Fred ,2014.0
House on Haunted Hill ,1999.0
Get Shorty ,1995.0
A Hard Day's Night ,1964.0
Spaced Invaders ,1990.0
I Can Do Bad All by Myself ,2009.0
An Alan Smithee Film: Burn Hollywood Burn ,1997.0
Chicago ,2012.0
The Apartment ,1960.0
The Harvest/La Cosecha ,2011.0
The Good Guy ,2009.0
Fight Valley ,2016.0
Jason Goes to Hell: The Final Friday ,1993.0
The Hunt for Red October ,1990.0
Julija in alfa Romeo ,2015.0
Motherhood ,2009.0
The Switch ,2010.0
Dodgeball: A True Underdog Story ,2004.0
Krush Groove ,1985.0
Strangerland ,2015.0
Just Married ,2003.0
Next Day Air ,2009.0
The Addams Family ,1991.0
Blonde Ambition ,2007.0
Thomas and the Magic Railroad ,2000.0
Elmer Gantry ,1960.0
Faith Connections ,2013.0
Ace Ventura: When Nature Calls ,1995.0
The Oxford Murders ,2008.0
Red River ,1948.0
The Crazies ,2010.0
Benji ,2018.0
The First Wives Club ,1996.0
White Noise 2: The Light ,2007.0
Phat Girlz ,2006.0
The Book Thief ,2013.0
Open Water ,2003.0
Hannah Montana: The Movie ,2009.0
Before Midnight ,2013.0
You Got Served: Beat the World ,2011.0
Sex Drive ,2008.0
Kingdom of the Spiders ,1977.0
Rugrats in Paris: The Movie ,2000.0
Teen Wolf Too ,1987.0
Jungle Shuffle ,2014.0
The Nutcracker ,2018.0
To Save a Life ,2009.0
Phantasm II ,1988.0
The Prince of Tides ,1991.0
Of Horses and Men ,1968.0
Land of the Dead ,2005.0
Beyond the Mat ,1999.0
Real Women Have Curves ,2002.0
Warm Bodies ,2013.0
Neighbors ,2014.0
It's a Wonderful Afterlife ,2010.0
The Singles Ward ,2002.0
East Is East ,1999.0
Down to Earth ,2001.0
The Mask ,1994.0
The Devil's Tomb ,2009.0
Osama ,2003.0
Babe ,1995.0
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,2006.0
Partition ,2007.0
Sholem Aleichem: Laughing in the Darkness ,2011.0
Whipped ,2000.0
Four Brothers ,2005.0
The Exorcism of Emily Rose ,2005.0
Groove ,2000.0
Good Intentions ,
Kama Sutra: A Tale of Love ,1996.0
Hope Floats ,1998.0
Deuce Bigalow: Male Gigolo ,1999.0
Willy Wonka & the Chocolate Factory ,1971.0
The R.M. ,2003.0
"The Good, the Bad, the Weird ",2017.0
Without a Paddle ,2004.0
The Family Stone ,2005.0
Nurse 3D ,2013.0
Twin Falls Idaho ,1999.0
Warlock: The Armageddon ,1993.0
Like Mike ,2002.0
Barbershop 2: Back in Business ,2004.0
8 Heads in a Duffel Bag ,1997.0
Gunless ,2010.0
Mean Creek ,2004.0
Bad Santa ,2003.0
A View to a Kill ,1985.0
Days of Heaven ,1978.0
The Lost City ,2022.0
My Big Fat Greek Wedding 2 ,2016.0
Hurricane Streets ,1997.0
The Curse of the Were-Rabbit ,2005.0
Tsotsi ,2005.0
Next Friday ,2000.0
Diary of a Wimpy Kid: Rodrick Rules ,2011.0
Civil Brand ,2002.0
Letters to Juliet ,2010.0
You Only Live Twice ,1967.0
DysFunktional Family ,2003.0
Predator ,1987.0
Deceptive Practice: The Mysteries and Mentors of Ricky Jay ,2012.0
Black Rain ,1989.0
Amour ,2012.0
Oldboy ,2003.0
Under the Tuscan Sun ,2003.0
Blue Crush ,2002.0
The Other Dream Team ,2012.0
Letters to God ,2010.0
Poltergeist III ,1988.0
Spy Hard ,1996.0
Rubber ,2010.0
30 Days of Night ,2007.0
Hobo with a Shotgun ,2011.0
Re-Kill ,2015.0
Catch-22 ,2019.0
Meet the Spartans ,2008.0
Kiss the Bride ,2011.0
Compadres ,2016.0
Heavy Metal ,1981.0
Observe and Report ,2009.0
Freeway ,1996.0
The Running Man ,1987.0
Monsters ,2023.0
Conan the Destroyer ,1984.0
Into the Grizzly Maze ,2015.0
Hanna ,
Love's Abiding Joy ,2006.0
The Living Wake ,2007.0
Red Dog ,2011.0
Young Sherlock Holmes ,1985.0
Tim and Eric's Billion Dollar Movie ,2012.0
Mortal Kombat: Annihilation ,1997.0
Alien ,1979.0
Fame ,
Detention of the Dead ,2012.0
Summer Storm ,2004.0
Take the Lead ,2006.0
The Texas Chain Saw Massacre ,1974.0
Fort McCoy ,2011.0
Crazy Stone ,2006.0
Center Stage ,2000.0
What's the Worst That Could Happen? ,2001.0
Thunderball ,1965.0
Chain Letter ,2010.0
Scott Walker: 30 Century Man ,2006.0
"I Love You, Beth Cooper ",2009.0
Set It Off ,1996.0
Demonic ,2021.0
Everything Put Together ,2000.0
9 ,2018.0
The Legend of the Lone Ranger ,1981.0
My Big Fat Independent Movie ,2005.0
The Best Man ,2023.0
Insomnia Manica ,2005.0
Blow Out ,1981.0
The Deported ,2009.0
Winnie the Pooh ,2024.0
Child's Play ,1988.0
The Outrageous Sophie Tucker ,2014.0
Tanner Hall ,2009.0
Getaway ,1994.0
Harold & Kumar Go to White Castle ,2004.0
Dumb and Dumberer: When Harry Met Lloyd ,2003.0
Girls Gone Dead ,2012.0
Open Road ,2009.0
The Ice Storm ,1997.0
Black Christmas ,1974.0
Get on Up ,2014.0
Enter Nowhere ,2011.0
30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo ,2013.0
And So It Goes ,2014.0
Henry V ,1989.0
My Super Ex-Girlfriend ,2006.0
The King of Najayo ,2019.0
Point Blank ,1967.0
Troop Beverly Hills ,1989.0
Little Black Book ,2004.0
The Way of the Gun ,2000.0
Four Single Fathers ,2009.0
Fight to the Finish ,2009.0
Being Julia ,2004.0
Igby Goes Down ,2002.0
Something Wicked ,2014.0
Alleluia! The Devil's Carnival ,2016.0
9½ Weeks ,1986.0
Mr 3000 ,2004.0
The Ice Pirates ,1984.0
AWOL-72 ,2015.0
Rodeo Girl ,2016.0
Dragonslayer ,1981.0
Assault on Precinct 13 ,1976.0
Iguana ,1964.0
Gracie ,
Born to Fly: Elizabeth Streb vs. Gravity ,2014.0
The Last Station ,2009.0
Splice ,2009.0
Chicago Overcoat ,2009.0
Trust the Man ,2005.0
The Little Ponderosa Zoo ,2017.0
Mongol: The Rise of Genghis Khan ,2007.0
Howard the Duck ,1986.0
Hamlet 2 ,2008.0
The Toxic Avenger ,2023.0
Megaforce ,1982.0
Pride and Glory ,2008.0
Hamlet ,1996.0
Straight Out of Brooklyn ,1991.0
Princess Kaiulani ,2009.0
The Cave ,2005.0
Central Station ,1998.0
The White Ribbon ,2009.0
Opal Dream ,2006.0
Diamond Ruff ,2015.0
Close Range ,1986.0
Alex & Emma ,2003.0
Flame and Citron ,2008.0
Boynton Beach Club ,2005.0
The Wraith ,1986.0
Poultrygeist: Night of the Chicken Dead ,2006.0
Fright Night ,1985.0
Amnesiac ,2014.0
Undiscovered ,1991.0
The Salton Sea ,2002.0
Wing Commander ,1999.0
Mutual Friends ,2008.0
Freakonomics ,2010.0
Crocodile Dundee ,1986.0
The Informers ,2008.0
42nd Street ,1933.0
Dragonball: Evolution ,2009.0
High Tension ,2003.0
The I Inside ,2004.0
I Come with the Rain ,2009.0
Rise of the Entrepreneur: The Search for a Better Way ,2014.0
Unnatural ,2015.0
The Last Stand ,2013.0
One Man's Hero ,1999.0
Beneath Hill 60 ,2010.0
Hustle & Flow ,2005.0
Metropolitan ,1989.0
Hoodwinked Too! Hood vs. Evil ,2011.0
I Am Wrath ,2016.0
The Rose ,1986.0
Some Like It Hot ,1959.0
Antitrust ,2001.0
As It Is in Heaven ,
Renaissance ,1994.0
Barbarella ,1968.0
Friday the 13th Part VII: The New Blood ,1988.0
Miss Potter ,2006.0
Napoleon Dynamite ,2004.0
Shipwrecked ,1990.0
Red Sonja ,1985.0
The Promise ,2016.0
Blue Ruin ,2013.0
The Wizard of Oz ,1939.0
Glitter ,2001.0
Step Up 2: The Streets ,2008.0
DOA: Dead or Alive ,2006.0
Paranormal Activity ,2007.0
Young Frankenstein ,1974.0
The Haunting in Connecticut 2: Ghosts of Georgia ,2013.0
Hitman ,2007.0
Diary of the Dead ,2007.0
1911 ,2011.0
Silmido ,2003.0
Monty Python and the Holy Grail ,1975.0
Black Nativity ,2013.0
Ulee's Gold ,1997.0
All Is Lost ,2013.0
The Color of Freedom ,2019.0
Quinceañera ,2006.0
The Black Stallion ,1979.0
City of Ghosts ,2002.0
Limbo ,2023.0
Sardaar Ji ,2015.0
Gory Gory Hallelujah ,2003.0
United Passions ,2014.0
The Others ,2001.0
The Dress ,2015.0
Valley of the Wolves: Iraq ,2006.0
Grace of Monaco ,2014.0
Tarnation ,2003.0
A Guy Named Joe ,1943.0
Club Dread ,2004.0
Let's Be Cops ,2014.0
I Want Your Money ,2010.0
Blazing Saddles ,1974.0
A Warrior's Tail ,2015.0
Stand by Me ,1986.0
Good Boy! ,2022.0
Friday the 13th: The Final Chapter ,1984.0
Ripley's Game ,2002.0
Love in the Time of Monsters ,2014.0
28 Days Later... ,2002.0
The Best Man Holiday ,2013.0
Maurice ,1987.0
Walk the Line ,2005.0
Beer League ,2006.0
Saw 3D: The Final Chapter ,2017.0
Brown Sugar ,2002.0
The Beyond ,2012.0
Keeping the Faith ,2000.0
Timecrimes ,2007.0
40 Days and 40 Nights ,2002.0
A Thin Line Between Love and Hate ,1996.0
What Happens in Vegas ,2008.0
Silver Medallist ,2009.0
The Borrowers ,1997.0
The Hills Have Eyes ,2006.0
Shutter ,2010.0
The Dark Hours ,2005.0
Timber Falls ,2007.0
Confessions of a Dangerous Mind ,2002.0
Dickie Roberts: Former Child Star ,2003.0
That Awkward Moment ,2014.0
My Beautiful Laundrette ,1985.0
Singin' in the Rain ,1952.0
Seed of Chucky ,2004.0
"McFarland, USA ",2015.0
Modern Problems ,1981.0
"Fat, Sick & Nearly Dead ",2010.0
The Jacket ,2005.0
Show Me ,1998.0
Summer Catch ,2001.0
On Her Majesty's Secret Service ,1969.0
A Haunted House ,2013.0
The Rugrats Movie ,1998.0
A Simple Plan ,1998.0
Cries & Whispers ,1972.0
New Nightmare ,1994.0
2016: Obama's America ,2012.0
Role Models ,2008.0
They ,
Drive Me Crazy ,1999.0
Halloween II ,1981.0
Intolerance: Love's Struggle Throughout the Ages ,1916.0
Taking Woodstock ,2009.0
Larry the Cable Guy: Health Inspector ,2006.0
Half Baked ,1998.0
Halloween III: Season of the Witch ,1982.0
Trekkies ,1997.0
Miracle ,2004.0
Escape from the Planet of the Apes ,1971.0
Bon Cop Bad Cop ,2006.0
The Adventures of Elmo in Grouchland ,1999.0
The Broadway Melody ,1929.0
The City of Your Final Destination ,2009.0
Hud ,1963.0
55 Days at Peking ,1963.0
Harlock: Space Pirate ,2013.0
The Evil Dead ,1981.0
Evil Dead ,2023.0
Kevin Hart: Let Me Explain ,2013.0
Enough Said ,2013.0
Identity ,2003.0
Maniac ,2018.0
Garden State ,2004.0
My Life in Ruins ,2009.0
For Your Eyes Only ,1981.0
Shadow of the Vampire ,2000.0
Censored Voices ,2015.0
Before Sunrise ,1995.0
Superman IV: The Quest for Peace ,1987.0
Serendipity ,2001.0
Prom ,2011.0
Murderball ,2005.0
Sur le seuil ,2003.0
Shanghai Surprise ,1986.0
The Pallbearer ,1996.0
Timecop ,1994.0
Jesus' Son ,1999.0
American Ninja 2: The Confrontation ,1987.0
Roar ,2022.0
Held Up ,1999.0
Robot & Frank ,2012.0
Hocus Pocus ,1993.0
Southland Tales ,2006.0
Rotor DR1 ,2015.0
Woman on Top ,2000.0
My Life Without Me ,2003.0
No Reservations ,2007.0
Dragon Hunters ,2008.0
Anomalisa ,2015.0
12 Angry Men ,1957.0
Religulous ,2008.0
30 Minutes or Less ,2011.0
Damnation Alley ,1977.0
8 Women ,2002.0
Fuel ,2008.0
Tumbleweeds ,1999.0
Pride & Prejudice ,2005.0
Valley of the Heart's Delight ,2006.0
Showdown in Little Tokyo ,1991.0
The Apparition ,2012.0
When the Cat's Away ,1929.0
3 Days to Kill ,2014.0
Eye of the Dolphin ,2006.0
Clay Pigeons ,1998.0
Pieces of April ,2003.0
Wall Street ,2013.0
Just My Luck ,2006.0
8: The Mormon Proposition ,2010.0
It's Kind of a Funny Story ,2010.0
Old Joy ,2006.0
Sydney White ,2007.0
The Other End of the Line ,2007.0
"Mystery, Alaska ",1999.0
Prefontaine ,1997.0
Wendy and Lucy ,2008.0
Anatomy ,2005.0
House of Sand and Fog ,2003.0
The Spy Next Door ,2010.0
The Wicked Lady ,1983.0
3 Backyards ,2010.0
Sleep Dealer ,2008.0
A Simple Wish ,1997.0
Dumb & Dumber ,1994.0
The Secret of Kells ,2009.0
Christmas Mail ,2010.0
Pierrot le Fou ,1965.0
Our Brand Is Crisis ,2015.0
When Harry Met Sally... ,1989.0
Begin Again ,2013.0
Stung ,2015.0
Ayurveda: Art of Being ,2001.0
How to Lose Friends & Alienate People ,2008.0
The Verdict ,1982.0
Brooklyn Rules ,2007.0
Antibirth ,2016.0
Octopussy ,1983.0
Nothing But a Man ,1964.0
Road Trip ,2000.0
Fido ,2006.0
Get on the Bus ,1996.0
My Sister's Keeper ,2009.0
"First Love, Last Rites ",1997.0
The Artist ,2011.0
Thr3e ,2006.0
Pathology ,2008.0
"Welcome Home, Roscoe Jenkins ",2008.0
Fighting Tommy Riley ,2004.0
The Young Messiah ,2016.0
10th & Wolf ,2006.0
The Rise of the Krays ,2015.0
Notes on a Scandal ,2006.0
Royal Kill ,2024.0
Dear Wendy ,2005.0
This Is England ,2006.0
The Master of Disguise ,2002.0
Divine Secrets of the Ya-Ya Sisterhood ,2002.0
Locker 13 ,2014.0
Aloft ,2014.0
Alien Uprising ,2012.0
Pan's Labyrinth ,2006.0
About a Boy ,2002.0
Anderson's Cross ,2010.0
The Rocket: The Legend of Rocket Richard ,2009.0
Bathing Beauty ,1944.0
See Spot Run ,2001.0
Lake Placid ,1999.0
Bizarre ,2012.0
Go for It! ,1983.0
Imagine Me & You ,2005.0
Baby Boy ,2001.0
The NeverEnding Story ,1984.0
Graduation Day ,1981.0
Show Boat ,1951.0
Joe Dirt ,2001.0
Mr. Church ,2016.0
Return to Oz ,1985.0
Some Guy Who Kills People ,2011.0
Fantasia ,1940.0
Double Impact ,1991.0
Suspect Zero ,2004.0
The Blood of Heroes ,1989.0
Compliance ,2012.0
8 Days ,1997.0
The Women ,2008.0
Code of Honor ,2016.0
Martian Child ,2007.0
Friday the 13th Part III ,1982.0
Lovely & Amazing ,2001.0
Soul Food ,1997.0
White Oleander ,2002.0
Formula 51 ,2001.0
Friday the 13th: A New Beginning ,1985.0
Death Calls ,2010.0
Rumble in the Bronx ,1995.0
The Last Sin Eater ,2007.0
Mindhunters ,2004.0
How to Deal ,2003.0
The Incredibly True Adventure of Two Girls in Love ,1995.0
Hostel: Part II ,2007.0
Impact Point ,2008.0
The Statement ,2003.0
The Thirteenth Floor ,1999.0
Chuck & Buck ,2000.0
The Valley of Decision ,1945.0
The Hotel New Hampshire ,1984.0
The Magic Flute ,2022.0
Meteor ,1979.0
American Desi ,2001.0
Chicken Tikka Masala ,2005.0
Paul Blart: Mall Cop ,2009.0
Narc ,2002.0
Duets ,2000.0
Amidst the Devil's Wings ,2014.0
Jack Brooks: Monster Slayer ,2007.0
Shakespeare in Love ,1998.0
Men with Brooms ,2002.0
Detroit Rock City ,1999.0
Cube ,1997.0
Elling ,2001.0
Witless Protection ,2008.0
Highlander ,
Love and Other Catastrophes ,1996.0
Mi America ,2015.0
Kindergarten Cop ,1990.0
Things We Lost in the Fire ,2007.0
The Work and the Glory ,2004.0
[Rec] ,2007.0
I Married a Strange Person! ,1997.0
Ever After: A Cinderella Story ,1998.0
Steel ,2013.0
Alias Betty ,2001.0
Lies in Plain Sight ,2010.0
Red Eye ,2005.0
November ,2017.0
The White Countess ,2005.0
Sharkskin ,2015.0
Code 46 ,2003.0
Teeth and Blood ,2015.0
Final Destination 2 ,2003.0
The Timber ,2015.0
Soul Plane ,2004.0
Black November ,2012.0
Sugar Town ,1999.0
"O Brother, Where Art Thou? ",2000.0
From Russia with Love ,1963.0
Ta Ra Rum Pum ,2007.0
Welcome to the Sticks ,2008.0
The Canyons ,2013.0
The Toxic Avenger Part II ,1989.0
Agent Cody Banks 2: Destination London ,2004.0
Persepolis ,2007.0
Vamps ,2012.0
The Sticky Fingers of Time ,1997.0
It Follows ,2014.0
The Raven ,2012.0
The Hole ,2001.0
The Homesman ,2014.0
The Christmas Bunny ,2010.0
The Legend of Drunken Master ,1994.0
Welcome to Mooseport ,2004.0
Juwanna Mann ,2002.0
The Wave ,2008.0
Boys Don't Cry ,1999.0
UnDivided ,2013.0
Highlander: The Final Dimension ,1994.0
Lilyhammer             ,2012.0
Harry Brown ,2009.0
Silent House ,2011.0
The Frozen ,2024.0
Blood and Wine ,1996.0
The Omega Code ,1999.0
Slow Burn ,2005.0
The Lives of Others ,2014.0
Horse Camp ,2015.0
Snow White: A Tale of Terror ,1997.0
Pound of Flesh ,2015.0
Wasabi ,2001.0
The Hustler ,1961.0
Give Me Shelter ,2014.0
Flipper ,1964.0
Boom Town ,1940.0
Diamonds Are Forever ,1971.0
Beverly Hills Cop ,1984.0
The Constant Gardener ,2005.0
The Triplets of Belleville ,2013.0
The Big Parade ,1925.0
Flashdance ,1983.0
"Crouching Tiger, Hidden Dragon ",2001.0
Smoke Signals ,1998.0
Little Big Top ,2006.0
The Passion of the Christ ,2004.0
The Piano ,1993.0
Twins ,1988.0
Before Sunset ,2004.0
Along the Roadside ,2013.0
Darkness Falls ,2003.0
Private Benjamin ,1980.0
The Best of Me ,2014.0
Amores Perros ,2000.0
Live and Let Die ,1973.0
Western Religion ,2015.0
Thirteen ,2003.0
The Bodyguard ,1992.0
Mama ,2013.0
My Dog Skip ,2000.0
Burn ,
Bad Grandpa ,2013.0
Viy ,1967.0
Alexander's Ragtime Band ,1938.0
Jumping the Broom ,2011.0
Urbania ,2000.0
Me and You and Everyone We Know ,2005.0
The Queen ,
Freddy vs. Jason ,2003.0
Logan's Run ,1976.0
The Stewardesses ,1969.0
We Are Your Friends ,2015.0
When a Stranger Calls ,2006.0
Jimmy Neutron: Boy Genius ,2001.0
"The Beast from 20,000 Fathoms ",1953.0
Action Jackson ,1988.0
Captive ,2019.0
Big Fat Liar ,2002.0
Teenage Mutant Ninja Turtles II: The Secret of the Ooze ,1991.0
She Done Him Wrong ,1933.0
Witchboard ,1986.0
The Descent ,2005.0
The Lizzie McGuire Movie ,2003.0
Ride Along ,2014.0
Short Cut to Nirvana: Kumbh Mela ,2004.0
Devil's Due ,2014.0
Malibu's Most Wanted ,2003.0
"Legally Blonde 2: Red, White & Blonde ",2003.0
Shortbus ,2006.0
Middle of Nowhere ,2008.0
The Devil's Rejects ,2005.0
Waltz with Bashir ,2008.0
Final Destination 3 ,2006.0
Dope ,2015.0
The Business of Fancydancing ,2002.0
The Last House on the Left ,2009.0
"The Book of Mormon Movie, Volume 1: The Journey ",2003.0
The Lucky One ,2012.0
In Too Deep ,1999.0
The Wedding Date ,2005.0
No End in Sight ,2022.0
Call + Response ,2008.0
A Madea Christmas ,2013.0
House of 1000 Corpses ,2003.0
Malevolence ,2003.0
In the Shadow of the Moon ,2019.0
Confessions of a Teenage Drama Queen ,2004.0
Alien Zone ,1978.0
Inside Deep Throat ,2005.0
Shooting the Warwicks ,2015.0
The Object of My Affection ,1998.0
The Virginity Hit ,2010.0
Warlock ,1989.0
Super Hybrid ,2010.0
When the Game Stands Tall ,2014.0
Subway ,1985.0
Beyond the Lights ,2014.0
The Case of the Grinning Cat ,2008.0
Because of Winn-Dixie ,2005.0
Six-String Samurai ,1998.0
Outside Providence ,1999.0
Love & Basketball ,2000.0
The Man from Earth ,2007.0
The Missing Person ,2009.0
Bride & Prejudice ,2004.0
Grosse Pointe Blank ,1997.0
The Trials of Darryl Hunt ,2006.0
Return of the Living Dead III ,1993.0
Rabbit-Proof Fence ,2002.0
Sherrybaby ,2006.0
Book of Shadows: Blair Witch 2 ,2000.0
An American Girl Holiday ,2004.0
Who's Your Caddy? ,2007.0
Gangster's Paradise: Jerusalema ,2008.0
The Craft ,1996.0
Yesterday Was a Lie ,2009.0
Split Second ,1992.0
Freeze Frame ,2004.0
Redbelt ,2008.0
Ramona and Beezus ,2010.0
Theresa Is a Mother ,2012.0
Grave Encounters ,2011.0
Cyrus ,
Archaeology of a Woman ,2012.0
Nowhere to Run ,1993.0
Nine Dead ,2009.0
A Dog of Flanders ,1999.0
"To Be Frank, Sinatra at 100 ",2015.0
Flicka ,
Children of Heaven ,1997.0
Auto Focus ,2002.0
Rockaway ,2017.0
The Hills Have Eyes II ,2007.0
The Mighty Macs ,2009.0
The Lady from Shanghai ,1947.0
Weekend ,1989.0
Urban Legends: Final Cut ,2000.0
March or Die ,1977.0
No Man's Land: The Rise of Reeker ,2008.0
She's Gotta Have It ,2017.0
Tuck Everlasting ,2002.0
Les visiteurs ,1993.0
The Ghastly Love of Johnny X ,2012.0
Butterfly Girl ,2014.0
The Marine ,
Straight A's ,2013.0
Somewhere ,2010.0
The World Is Mine ,2017.0
Keanu ,
A Funny Thing Happened on the Way to the Forum ,1966.0
Chairman of the Board ,1997.0
Another Earth ,2011.0
Disturbing Behavior ,1998.0
The Walking Deceased ,2015.0
The Heart of Me ,2002.0
Sweet Sweetback's Baadasssss Song ,1971.0
The November Man ,2014.0
Northfork ,2003.0
The Extra Man ,2010.0
Perfect Cowboy ,2014.0
The Marine 4: Moving Target ,2015.0
Z Storm ,2014.0
Eye of the Beholder ,1999.0
The Square ,2017.0
Tadpole ,2002.0
One to Another ,2006.0
Once ,2019.0
Firestarter ,1984.0
Twixt ,2011.0
Man on Wire ,2008.0
Snow Queen ,2002.0
The Woman Chaser ,1999.0
Freddy Got Fingered ,2001.0
Brotherly Love ,1995.0
Alpha and Omega 4: The Legend of the Saw Toothed Cave ,2014.0
The Horse Boy ,2022.0
The Pirates Who Don't Do Anything: A VeggieTales Movie ,2008.0
The Last Exorcism ,2010.0
High School Musical 2 ,2007.0
Antarctic Edge: 70° South ,2015.0
Highlander: Endgame ,2000.0
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb ,1964.0
Two Lovers and a Bear ,2016.0
Aroused ,2013.0
Idlewild ,2006.0
El crimen del padre Amaro ,2002.0
Aimee & Jaguar ,1999.0
Whip It ,2009.0
Battle for the Planet of the Apes ,1973.0
Top Spin ,2014.0
The Chumscrubber ,2005.0
Songcatcher ,2000.0
Confidence ,2003.0
An American in Hollywood ,2014.0
Shade ,2003.0
Travelers and Magicians ,2003.0
De-Lovely ,2004.0
The Brain That Sings ,2013.0
"Remember Me, My Love ",2003.0
Sublime ,2022.0
Barney's Great Adventure ,1998.0
Elite Squad ,2007.0
The Blood of My Brother ,2005.0
Independence Daysaster ,2013.0
Home Fries ,1998.0
Annabelle ,
Your Sister's Sister ,2011.0
Dysfunctional Friends ,2012.0
